Gene ID	Found in	Non-hypothetical Annotation	Which Annotation	Hypothetical Annotation	Which Annotation
NC_000913:3343942..3344667:CDS	bop27	"lipopolysaccharide export abc transporter atpase"	bop27		
NC_000913:3344715..3346148:CDS	bop27	"rna polymerase, sigma 54 (sigma n) factor"	bop27		
NC_000913:3346171..3346458:CDS	bop27	"ribosome hibernation promoting factor hpf; stabilizes 100s dimers"	bop27		
NC_000913:3346576..3347067:CDS	bop27	"sugar-specific enzyme iia component of pts"	bop27		
NC_000913:3347113..3347967:CDS	bop27	"adaptor protein for glmz/glmy srna decay, glucosamine-6-phosphate-regulated; ntpase"	bop27		
NC_000913:3347964..3348236:CDS	bop27	"phosphohistidinoprotein-hexose phosphotransferase component of n-regulated pts system (npr)"	bop27		
NC_000913:3348450..3349082:CDS	bop27	"mg(2+)-starvation-stimulated protein"	bop27		
NC_000913:complement(3349079..3349807):CDS	bop27	"biosynthetic peptidoglycan transglycosylase"	bop27		
NC_000913:complement(3349804..3350457):CDS	bop27	"isoprenoid biosynthesis protein with amidotransferase-like domain"	bop27		
NC_000913:complement(3350687..3353023):CDS	bop27	"aerobic respiration control sensor histidine protein kinase, cognate to two-component response regulators arca and rssb"	bop27		
NC_000913:complement(3353119..3354048):CDS	bop27	"putative fe-s oxidoreductase, radical sam superfamily protein"	bop27		
NC_000913:3354723..3359183:CDS	bop27	"glutamate synthase, large subunit"	bop27		
NC_000913:3359196..3360614:CDS	bop27	"glutamate synthase, 4fe-4s protein, small subunit"	bop27		
NC_000913:3361174..3361938:CDS	bop27	"periplasmic protein"	bop27		
NC_000913:3362110..3362784:CDS	bop27	"putative periplasmic chaperone protein"	bop27		
NC_000913:3362805..3365186:CDS	bop27	"putative outer membrane fimbrial subunit usher protein"	bop27		
NC_000913:join(3365183..3365549,3366749..3366927):CDS	bop27		bop27		
NC_000913:complement(3365700..3366716):CDS	bop27	"is5 transposase and trans-activator"	bop27		
NC_000913:3366924..3367640:CDS	bop27	"putative transcriptional regulator"	bop27		
NC_000913:3367825..3368952:CDS	bop27	"duf1016 family protein in the pd-(d/e)xk nuclease superfamily"	bop27		
NC_000913:complement(3369012..3369476):CDS	bop27	"duf386 family protein, cupin superfamily"	bop27		
NC_000913:complement(3369473..3370348):CDS	bop27	"n-acetylmannosamine kinase"	bop27		
NC_000913:complement(3370345..3371034):CDS	bop27	"putative n-acetylmannosamine-6-p epimerase"	bop27		
NC_000913:complement(3371082..3372572):CDS	bop27	"sialic acid transporter"	bop27		
NC_000913:complement(3372681..3373574):CDS	bop27	"n-acetylneuraminate lyase"	bop27		
NC_000913:complement(3373696..3374487):CDS	bop27	"sialic acid-inducible nan operon repressor"	bop27		
NC_000913:3374867..3376234:CDS	bop27	"putative transporter"	bop27		
NC_000913:complement(3376277..3376774):CDS	bop27	"clpxp protease specificity enhancing factor"	bop27		
NC_000913:complement(3376780..3377418):CDS	bop27	"stringent starvation protein a, phage p1 late gene activator, rnap-associated acid-resistance protein, inactive glutathione s-transferase homolog"	bop27		
NC_000913:complement(3377813..3378205):CDS	bop27	"30s ribosomal subunit protein s9"	bop27		
NC_000913:complement(3378221..3378649):CDS	bop27	"50s ribosomal subunit protein l13"	bop27		
NC_000913:complement(3378868..3379995):CDS	bop27	"divisome atpase"	bop27		
NC_000913:3380189..3380587:CDS	bop27	"duf1043 family inner membrane-anchored protein"	bop27		
NC_000913:3380741..3382108:CDS	bop27	"serine endoprotease, periplasmic"	bop27		
NC_000913:3382198..3383265:CDS	bop27	"serine endoprotease, periplasmic"	bop27		
NC_000913:complement(3383328..3384266):CDS	bop27	"malate dehydrogenase, nad(p)-binding"	bop27		
NC_000913:3384701..3385171:CDS	bop27	"l-arginine-responsive arginine metabolism regulon transcriptional regulator"	bop27		
NC_000913:3385536..3385799:CDS	bop27	"cadmium and peroxide resistance protein, stress-induced"	bop27		
NC_000913:complement(3385855..3386127):CDS	bop27	"putative barnase inhibitor"	bop27		
NC_000913:complement(3386219..3388186):CDS	bop27	"p-hydroxybenzoic acid efflux system component"	bop27		
NC_000913:complement(3388192..3389124):CDS	bop27	"p-hydroxybenzoic acid efflux system component"	bop27		
NC_000913:complement(3389132..3389335):CDS	bop27	"duf1656 family putative inner membrane efflux pump associated protein"	bop27		
NC_000913:3389518..3390447:CDS	bop27	"transcriptional regulator for aaexab operon"	bop27		
NC_000913:complement(3390581..3392026):CDS	bop27	"putative peptidase"	bop27		
NC_000913:complement(3392456..3396256):CDS	bop27	"duf3971-asma2 domains protein"	bop27		
NC_000913:complement(3396324..3397793):CDS	bop27	"ribonuclease g"	bop27		
NC_000913:complement(3397783..3398376):CDS	bop27	"dttp/utp pyrophosphatase; m(5)utp/m(5)ctp/pseudo-utp pyrophosphatase"	bop27		
NC_000913:complement(3398385..3398873):CDS	bop27	"cell wall structural complex mrebcd transmembrane component mred"	bop27		
NC_000913:complement(3398873..3399976):CDS	bop27	"cell wall structural complex mrebcd transmembrane component mrec"	bop27		
NC_000913:complement(3400042..3401085):CDS	bop27	"cell wall structural complex mrebcd, actin-like component mreb"	bop27		
NC_000913:complement(3401390..3403330):CDS	bop27	"targeting factor for csrbc srna degradation"	bop27		
NC_000913:3403482..3404456:CDS	bop27	"putative acryloyl-coa reductase"	bop27		
NC_000913:3404493..3404635:CDS	bop27		bop27		
NC_000913:join(3404636..3404731,3404730..3405029):CDS	bop27		bop27		
NC_000913:3405434..3405904:CDS	bop27	"acetyl coa carboxylase, bccp subunit"	bop27		
NC_000913:3405915..3407264:CDS	bop27	"acetyl-coa carboxylase, biotin carboxylase subunit"	bop27		
NC_000913:3407373..3407615:CDS	bop27	"duf997 family putative inner membrane protein"	bop27		
NC_000913:3407605..3409056:CDS	bop27	"pantothenate:sodium symporter"	bop27		
NC_000913:3409068..3409949:CDS	bop27	"methyltransferase for 50s ribosomal subunit protein l11"	bop27		
NC_000913:3410278..3411243:CDS	bop27	"trna-dihydrouridine synthase b"	bop27		
NC_000913:3411269..3411565:CDS	bop27	"global dna-binding transcriptional dual regulator"	bop27		
NC_000913:3411651..3412535:CDS	bop27	"dna adenine methyltransferase, sam-dependent"	bop27		
NC_000913:3412619..3412798:CDS	bop27	"putative membrane protein"	bop27		
NC_000913:complement(3412801..3413463):CDS	bop27	"acrab operon transcriptional repressor"	bop27		
NC_000913:3413862..3415019:CDS	bop27	"cytoplasmic membrane lipoprotein"	bop27		
NC_000913:3415031..3418135:CDS	bop27	"multidrug efflux system protein"	bop27		
NC_000913:3418388..3418609:CDS	bop27	"putative outer membrane protein"	bop27		
NC_000913:join(3419040..3419105,3419105..3420064):CDS	bop27		bop27		
NC_000913:3420132..3421313:CDS	bop27	"putative amino acid abc transporter permease"	bop27		
NC_000913:3421323..3422426:CDS	bop27	"putative amino acid abc transporter permease"	bop27		
NC_000913:3422434..3423192:CDS	bop27	"putative amino acid abc transporter atpase"	bop27		
NC_000913:3429234..3429788:CDS	bop27	"bacterial transferase hexapeptide domain protein"	bop27		
NC_000913:complement(3429764..3430021):CDS	bop27	"duf1488 family protein"	bop27		
NC_000913:complement(3430018..3430836):CDS	bop27	"dehydroshikimate reductase, nad(p)-binding"	bop27		
NC_000913:complement(3430841..3431413):CDS	bop27	"trna(ann) t(6)a37 threonylcarbamoyladenosine modification protein, threonine-dependent adp-forming atpase"	bop27		
NC_000913:complement(3431418..3431960):CDS	bop27	"ssdna-binding protein, function unknown"	bop27		
NC_000913:complement(3431989..3432462):CDS	bop27	"duf494 family putative periplasmic protein"	bop27		
NC_000913:complement(3432434..3433558):CDS	bop27	"dna recombination-mediator a family protein"	bop27		
NC_000913:3433688..3434197:CDS	bop27	"peptide deformylase"	bop27		
NC_000913:3434212..3435159:CDS	bop27	"10-formyltetrahydrofolate:l-methionyl-trna(fmet) n-formyltransferase"	bop27		
NC_000913:3435205..3436494:CDS	bop27	"16s rrna m(5)c967 methyltransferase, sam-dependent"	bop27		
NC_000913:3436516..3437892:CDS	bop27	"nad-binding component of trk potassium transporter"	bop27		
NC_000913:3438022..3438432:CDS	bop27	"mechanosensitive channel protein, high conductance"	bop27		
NC_000913:complement(3438429..3438647):CDS	bop27	"alternate ribosome-rescue factor a"	bop27		
NC_000913:complement(3438703..3439128):CDS	bop27	"znta gene transcriptional activator"	bop27		
NC_000913:complement(3439139..3439507):CDS	bop27	"duf1992 family protein"	bop27		
NC_000913:complement(3439614..3439997):CDS	bop27	"50s ribosomal subunit protein l17"	bop27		
NC_000913:complement(3440038..3441027):CDS	bop27	"rna polymerase, alpha subunit"	bop27		
NC_000913:complement(3441053..3441673):CDS	bop27	"30s ribosomal subunit protein s4"	bop27		
NC_000913:complement(3441707..3442096):CDS	bop27	"30s ribosomal subunit protein s11"	bop27		
NC_000913:complement(3442113..3442469):CDS	bop27	"30s ribosomal subunit protein s13"	bop27		
NC_000913:complement(3442616..3442732):CDS	bop27	"50s ribosomal subunit protein l36"	bop27		
NC_000913:complement(3442764..3444095):CDS	bop27	"preprotein translocase membrane subunit"	bop27		
NC_000913:complement(3444103..3444537):CDS	bop27	"50s ribosomal subunit protein l15"	bop27		
NC_000913:complement(3444541..3444720):CDS	bop27	"50s ribosomal subunit protein l30"	bop27		
NC_000913:complement(3444724..3445227):CDS	bop27	"30s ribosomal subunit protein s5"	bop27		
NC_000913:complement(3445242..3445595):CDS	bop27	"50s ribosomal subunit protein l18"	bop27		
NC_000913:complement(3445605..3446138):CDS	bop27	"50s ribosomal subunit protein l6"	bop27		
NC_000913:complement(3446151..3446543):CDS	bop27	"30s ribosomal subunit protein s8"	bop27		
NC_000913:complement(3446577..3446882):CDS	bop27	"30s ribosomal subunit protein s14"	bop27		
NC_000913:complement(3446897..3447436):CDS	bop27	"50s ribosomal subunit protein l5"	bop27		
NC_000913:complement(3447451..3447765):CDS	bop27	"50s ribosomal subunit protein l24"	bop27		
NC_000913:complement(3447776..3448147):CDS	bop27	"50s ribosomal subunit protein l14"	bop27		
NC_000913:complement(3448312..3448566):CDS	bop27	"30s ribosomal subunit protein s17"	bop27		
NC_000913:complement(3448566..3448757):CDS	bop27	"50s ribosomal subunit protein l29"	bop27		
NC_000913:complement(3448757..3449167):CDS	bop27	"50s ribosomal subunit protein l16"	bop27		
NC_000913:complement(3449180..3449881):CDS	bop27	"30s ribosomal subunit protein s3"	bop27		
NC_000913:complement(3449899..3450231):CDS	bop27	"50s ribosomal subunit protein l22"	bop27		
NC_000913:complement(3450246..3450524):CDS	bop27	"30s ribosomal subunit protein s19"	bop27		
NC_000913:complement(3450541..3451362):CDS	bop27	"50s ribosomal subunit protein l2"	bop27		
NC_000913:complement(3451380..3451682):CDS	bop27	"50s ribosomal subunit protein l23"	bop27		
NC_000913:complement(3451679..3452284):CDS	bop27	"50s ribosomal subunit protein l4"	bop27		
NC_000913:complement(3452295..3452924):CDS	bop27	"50s ribosomal subunit protein l3"	bop27		
NC_000913:complement(3452957..3453268):CDS	bop27	"30s ribosomal subunit protein s10"	bop27		
NC_000913:complement(3453506..3453925):CDS	bop27	"part of gsp divergon involved in type ii protein secretion"	bop27		
NC_000913:complement(3453927..3455396):CDS	bop27	"general secretory pathway component, cryptic"	bop27		
NC_000913:3455576..3456391:CDS	bop27	"general secretory pathway component, cryptic"	bop27		
NC_000913:3456375..3458327:CDS	bop27	"general secretory pathway component, cryptic"	bop27		
NC_000913:3458337..3459818:CDS	bop27	"general secretory pathway component, cryptic"	bop27		
NC_000913:3459815..3461011:CDS	bop27	"general secretory pathway component, cryptic"	bop27		
NC_000913:3461021..3461458:CDS	bop27	"pseudopilin, cryptic, general secretion pathway"	bop27		
NC_000913:3461466..3461975:CDS	bop27	"putative general secretory pathway component, cryptic"	bop27		
NC_000913:3461972..3462349:CDS	bop27	"general secretory pathway component, cryptic"	bop27		
NC_000913:3462342..3462929:CDS	bop27	"putative general secretory pathway component, cryptic"	bop27		
NC_000913:3462922..3463905:CDS	bop27	"general secretory pathway component, cryptic"	bop27		
NC_000913:3463920..3465083:CDS	bop27	"general secretory pathway component, cryptic"	bop27		
NC_000913:3465080..3465541:CDS	bop27	"general secretory pathway component, cryptic"	bop27		
NC_000913:3465541..3466218:CDS	bop27	"bifunctional prepilin leader peptidase/ methylase"	bop27		
NC_000913:complement(3466247..3466723):CDS	bop27	"bacterioferritin, iron storage and detoxification protein"	bop27		
NC_000913:complement(3466795..3466989):CDS	bop27	"bacterioferritin-associated ferredoxin"	bop27		
NC_000913:complement(3467158..3469851):CDS	bop27	"periplasmic endochitinase"	bop27		
NC_000913:complement(3470143..3471327):CDS	bop27	"translation elongation factor ef-tu 1"	bop27		
NC_000913:complement(3471398..3473512):CDS	bop27	"protein chain elongation factor ef-g, gtp-binding"	bop27		
NC_000913:complement(3473540..3474079):CDS	bop27	"30s ribosomal subunit protein s7"	bop27		
NC_000913:complement(3474176..3474550):CDS	bop27	"30s ribosomal subunit protein s12"	bop27		
NC_000913:complement(3474676..3474963):CDS	bop27	"mnm(5)-s(2)u34-trna synthesis 2-thiolation protein"	bop27		
NC_000913:complement(3474971..3475330):CDS	bop27	"mnm(5)-s(2)u34-trna synthesis 2-thiolation protein"	bop27		
NC_000913:complement(3475330..3475716):CDS	bop27	"sulfurtransferase for 2-thiolation step of mnm(5)-s(2)u34-trna synthesis"	bop27		
NC_000913:complement(3475716..3476438):CDS	bop27	"putative pas domain-containing dna-binding transcriptional regulator"	bop27		
NC_000913:complement(3476605..3477417):CDS	bop27	"fkbp-type peptidyl-prolyl cis-trans isomerase (rotamase)"	bop27		
NC_000913:3477638..3477856:CDS	bop27	"phi x174 lysis protein"	bop27		
NC_000913:complement(3477905..3478495):CDS	bop27	"fkbp-type peptidyl prolyl cis-trans isomerase (rotamase)"	bop27		
NC_000913:complement(3478590..3478790):CDS	bop27	"duf2387 family putative metal-binding protein"	bop27		
NC_000913:complement(3478800..3480605):CDS	bop27	"potassium:proton antiporter"	bop27		
NC_000913:complement(3480605..3481159):CDS	bop27	"potassium-efflux system ancillary protein for kefb, glutathione-regulated"	bop27		
NC_000913:3481287..3483200:CDS	bop27	"abc-f family protein predicted regulatory atpase"	bop27		
NC_000913:3483200..3484222:CDS	bop27	"upf0017 family putative hydrolase"	bop27		
NC_000913:3484216..3484434:CDS	bop27	"upf0270 family protein"	bop27		
NC_000913:3484488..3485357:CDS	bop27	"putative phosphoribulokinase"	bop27		
NC_000913:complement(3485412..3485816):CDS	bop27	"osmc family protein"	bop27		
NC_000913:3486118..3486750:CDS	bop27	"camp-activated global transcription factor, mediator of catabolite repression"	bop27		
NC_000913:3486789..3488891:CDS	bop27	"putative transporter, fusc superfamily inner membrane protein"	bop27		
NC_000913:complement(3488958..3490178):CDS	bop27	"bifunctional acetylornithine aminotransferase and succinyldiaminopimelate aminotransferase"	bop27		
NC_000913:complement(3490264..3490827):CDS	bop27	"aminodeoxychorismate synthase, subunit ii"	bop27		
NC_000913:complement(3490859..3491461):CDS	bop27	"stationary phase-induced protein, putative toxin"	bop27		
NC_000913:complement(3491451..3491618):CDS	bop27	"putative antitoxin for fic"	bop27		
NC_000913:complement(3491723..3492295):CDS	bop27	"peptidyl-prolyl cis-trans isomerase a (rotamase a)"	bop27		
NC_000913:3492566..3493747:CDS	bop27	"putative transporter"	bop27		
NC_000913:3494009..3496552:CDS	bop27	"nitrite reductase, large subunit, nad(p)h-binding"	bop27		
NC_000913:3496549..3496875:CDS	bop27	"nitrite reductase (nadh) small subunit"	bop27		
NC_000913:3497001..3497807:CDS	bop27	"nitrite transporter"	bop27		
NC_000913:3497826..3499199:CDS	bop27	"fused siroheme synthase 1,3-dimethyluroporphyriongen iii dehydrogenase and siroheme ferrochelatase/uroporphyrinogen methyltransferase"	bop27		
NC_000913:3499446..3499613:CDS	bop27	"small lipoprotein"	bop27		
NC_000913:3499908..3501245:CDS	bop27	"putative fructoselysine transporter"	bop27		
NC_000913:3501266..3502288:CDS	bop27	"fructoselysine-6-p-deglycase"	bop27		
NC_000913:3502338..3503168:CDS	bop27	"fructoselysine 3-epimerase"	bop27		
NC_000913:3503165..3503950:CDS	bop27	"fructoselysine 6-kinase"	bop27		
NC_000913:3504050..3504781:CDS	bop27	"putative dna-binding transcriptional regulator"	bop27		
NC_000913:complement(3504933..3506018):CDS	bop27	"fnr-regulated pyridoxal phosphate-dependent aminotransferase family protein"	bop27		
NC_000913:complement(3506030..3507334):CDS	bop27	"inner membrane protein"	bop27		
NC_000913:complement(3507346..3507699):CDS	bop27	"duf2620 family protein"	bop27		
NC_000913:complement(3507710..3508588):CDS	bop27	"phosphotriesterase homology protein"	bop27		
NC_000913:complement(3508585..3509811):CDS	bop27	"phosphopentomutase-related metalloenzyme superfamily protein"	bop27		
NC_000913:complement(3509811..3510974):CDS	bop27	"putative pyridoxal 5'-phosphate binding protein"	bop27		
NC_000913:complement(3511058..3511420):CDS	bop27	"prd domain protein"	bop27		
NC_000913:complement(3511437..3512342):CDS	bop27	"putative dna-binding transcriptional regulator"	bop27		
NC_000913:complement(3512632..3513636):CDS	bop27	"tryptophanyl-trna synthetase"	bop27		
NC_000913:complement(3513629..3514387):CDS	bop27	"phosphoglycolate phosphatase"	bop27		
NC_000913:complement(3514380..3515057):CDS	bop27	"d-ribulose-5-phosphate 3-epimerase"	bop27		
NC_000913:complement(3515075..3515911):CDS	bop27	"dna adenine methyltransferase"	bop27		
NC_000913:complement(3516018..3517304):CDS	bop27	"cell division protein that binds to the septal ring"	bop27		
NC_000913:complement(3517396..3518484):CDS	bop27	"3-dehydroquinate synthase"	bop27		
NC_000913:complement(3518541..3519062):CDS	bop27	"shikimate kinase i"	bop27		
NC_000913:complement(3519463..3520701):CDS	bop27	"dna catabolic putative fimbrial transporter"	bop27		
NC_000913:complement(3520613..3521017):CDS	bop27	"dna catabolic protein"	bop27		
NC_000913:complement(3521007..3521447):CDS	bop27	"dna catabolic protein"	bop27		
NC_000913:complement(3521431..3521970):CDS	bop27	"dna catabolic putative fimbrial assembly protein"	bop27		
NC_000913:complement(3521970..3522749):CDS	bop27	"dna catabolic putative pilus assembly protein"	bop27		
NC_000913:3522869..3525421:CDS	bop27	"penicillin-binding protein 1a, murein transglycosylase and transpeptidase"	bop27		
NC_000913:complement(3525587..3526147):CDS	bop27	"adenosine nucleotide hydrolase; ap3a/ap2a/adp-ribose/nadh hydrolase"	bop27		
NC_000913:3526467..3528602:CDS	bop27	"putative rcscdb-response attenuator, inner membrane protein"	bop27		
NC_000913:3528667..3529335:CDS	bop27	"gmp/imp nucleotidase"	bop27		
NC_000913:3529346..3529747:CDS	bop27	"ribosome-associated heat shock protein hsp15"	bop27		
NC_000913:3529772..3530650:CDS	bop27	"heat shock protein hsp33"	bop27		
NC_000913:complement(3530713..3532437):CDS	bop27	"duf4153 family putative inner membrane protein"	bop27		
NC_000913:3532816..3534438:CDS	bop27	"phosphoenolpyruvate carboxykinase [atp]"	bop27		
NC_000913:complement(3534514..3535866):CDS	bop27	"sensory histidine kinase in two-component regulatory system with ompr"	bop27		
NC_000913:complement(3535863..3536582):CDS	bop27	"response regulator in two-component regulatory system with envz"	bop27		
NC_000913:3536810..3537286:CDS	bop27	"transcript cleavage factor"	bop27		
NC_000913:3537383..3539704:CDS	bop27	"putative transcriptional accessory protein"	bop27		
NC_000913:3540161..3540388:CDS	bop27	"ferrous iron transporter, protein a"	bop27		
NC_000913:3540405..3542726:CDS	bop27	"ferrous iron transporter protein b and gtp-binding protein; membrane protein"	bop27		
NC_000913:3542726..3542962:CDS	bop27	"putative dna-binding transcriptional regulator"	bop27		
NC_000913:3543165..3544043:CDS	bop27	"transposase_31 family protein"	bop27		
NC_000913:complement(3544072..3544842):CDS	bop27	"pimeloyl-acp methyl ester carboxylesterase"	bop27		
NC_000913:3544880..3545563:CDS	bop27	"dna catabolic protein"	bop27		
NC_000913:3545622..3546197:CDS	bop27	"fe/s biogenesis protein, putative scaffold/chaperone protein"	bop27		
NC_000913:3546557..3547873:CDS	bop27	"gluconate transporter, high-affinity gnt i system"	bop27		
NC_000913:complement(3547984..3550068):CDS	bop27	"4-alpha-glucanotransferase (amylomaltase)"	bop27		
NC_000913:complement(3550078..3552471):CDS	bop27	"maltodextrin phosphorylase"	bop27		
NC_000913:3553083..3555788:CDS	bop27	"mal regulon transcriptional activator"	bop27		
NC_000913:complement(3555831..3556847):CDS	bop27	"rna 3'-terminal phosphate cyclase"	bop27		
NC_000913:complement(3556851..3558077):CDS	bop27	"rna-splicing ligase"	bop27		
NC_000913:3558266..3559864:CDS	bop27	"sigma 54-dependent transcriptional regulator of rtcba expression"	bop27		
NC_000913:complement(join(3559846..3560451,3560455..3560603)):CDS	bop27		bop27		
NC_000913:complement(3560621..3561451):CDS	bop27	"rhomboid intramembrane serine protease"	bop27		
NC_000913:complement(3561496..3561822):CDS	bop27	"thiosulfate:cyanide sulfurtransferase (rhodanese)"	bop27		
NC_000913:3562012..3563517:CDS	bop27	"sn-glycerol-3-phosphate dehydrogenase, aerobic, fad/nad(p)-binding"	bop27		
NC_000913:complement(3563786..3564004):CDS	bop27		bop27		
NC_000913:complement(3564133..3566580):CDS	bop27	"glycogen phosphorylase"	bop27		
NC_000913:complement(3566599..3568032):CDS	bop27	"glycogen synthase"	bop27		
NC_000913:complement(3568032..3569327):CDS	bop27	"glucose-1-phosphate adenylyltransferase"	bop27		
NC_000913:complement(3569345..3571318):CDS	bop27	"glycogen debranching enzyme"	bop27		
NC_000913:complement(3571315..3573501):CDS	bop27	"1,4-alpha-glucan branching enzyme"	bop27		
NC_000913:complement(3573774..3574877):CDS	bop27	"aspartate-semialdehyde dehydrogenase, nad(p)-binding"	bop27		
NC_000913:3575070..3575663:CDS	bop27	"upf0056 family inner membrane protein"	bop27		
NC_000913:complement(3575720..3577060):CDS	bop27	"gluconate transporter, low affinity gnt 1 system"	bop27		
NC_000913:complement(3577064..3577591):CDS	bop27	"gluconate kinase 2"	bop27		
NC_000913:complement(3577730..3578725):CDS	bop27	"d-gluconate inducible gluconate regulon transcriptional repressor"	bop27		
NC_000913:complement(3578949..3579644):CDS	bop27	"quercetinase activity in vitro"	bop27		
NC_000913:complement(3579767..3580804):CDS	bop27	"putative oxidoreductase"	bop27		
NC_000913:3581137..3581625:CDS	bop27	"aminoacyl nucleotide detoxifying acetyltransferase"	bop27		
NC_000913:3581862..3583040:CDS	bop27	"putative hcp1 family polymorphic toxin protein; putative colicin-like dnase/trnase activity"	bop27		
NC_000913:join(3583037..3583417,3584195..3584308):CDS	bop27		bop27		
NC_000913:3583482..3583757:CDS	bop27	"is1 repressor tnpa"	bop27		
NC_000913:3583676..3584179:CDS	bop27	"is1 transposase b"	bop27		
NC_000913:3584758..3585042:CDS	bop27	"stable heat shock chaperone"	bop27		
NC_000913:complement(3585080..3586822):CDS	bop27	"gamma-glutamyltranspeptidase"	bop27		
NC_000913:3586942..3587382:CDS	bop27	"duf2756 family protein"	bop27		
NC_000913:complement(3587369..3588112):CDS	bop27	"glycerophosphodiester phosphodiesterase, cytosolic"	bop27		
NC_000913:complement(3588109..3589179):CDS	bop27	"sn-glycerol-3-phosphate abc transporter atpase"	bop27		
NC_000913:complement(3589181..3590026):CDS	bop27	"sn-glycerol-3-phosphate abc transporter permease"	bop27		
NC_000913:complement(3590023..3590910):CDS	bop27	"sn-glycerol-3-phosphate abc transporter permease"	bop27		
NC_000913:complement(3591008..3592324):CDS	bop27	"sn-glycerol-3-phosphate abc transporter periplasmic binding protein"	bop27		
NC_000913:complement(3592723..3593436):CDS	bop27	"branched-chain amino acid abc transporter atpase"	bop27		
NC_000913:complement(3593438..3594205):CDS	bop27	"branched-chain amino acid abc transporter atpase"	bop27		
NC_000913:complement(3594202..3595479):CDS	bop27	"branched-chain amino acid abc transporter permease"	bop27		
NC_000913:complement(3595476..3596402):CDS	bop27	"branched-chain amino acid abc transporter permease"	bop27		
NC_000913:complement(3596450..3597559):CDS	bop27	"leucine transporter subunit"	bop27		
NC_000913:3597983..3598366:CDS	bop27	"pand autocleavage accelerator, panothenate synthesis"	bop27		
NC_000913:complement(3598554..3599657):CDS	bop27	"branched-chain amino acid abc transporter periplasmic binding protein"	bop27		
NC_000913:complement(3599928..3600782):CDS	bop27	"rna polymerase, sigma 32 (sigma h) factor"	bop27		
NC_000913:complement(3601027..3602085):CDS	bop27	"putative abc transporter permease"	bop27		
NC_000913:complement(3602078..3602746):CDS	bop27	"cell division atp-binding protein"	bop27		
NC_000913:complement(3602749..3604242):CDS	bop27	"signal recognition particle (srp) receptor"	bop27		
NC_000913:3604392..3604988:CDS	bop27	"16s rrna m(2)g966 methyltransferase, sam-dependent"	bop27		
NC_000913:3604978..3605247:CDS	bop27	"duf1145 family protein"	bop27		
NC_000913:complement(3605250..3605609):CDS	bop27	"duf2500 family protein"	bop27		
NC_000913:3605750..3606376:CDS	bop27	"tmem86 family putative inner membrane protein"	bop27		
NC_000913:3606450..3608648:CDS	bop27	"zinc, cobalt and lead efflux system"	bop27		
NC_000913:complement(3608750..3608995):CDS	bop27	"mnm(5)-s(2)u34-trna 2-thiolation sulfurtransferase"	bop27		
NC_000913:3609216..3609881:CDS	bop27	"duf165 family inner membrane protein"	bop27		
NC_000913:3609954..3610511:CDS	bop27	"putative lipoprotein"	bop27		
NC_000913:complement(3610515..3611732):CDS	bop27	"putative arabinose efflux transporter"	bop27		
NC_000913:3611864..3612913:CDS	bop27	"upf0118 family putative transporter"	bop27		
NC_000913:3612968..3613555:CDS	bop27	"4'-phosphopantetheinyl transferase"	bop27		
NC_000913:3613666..3615240:CDS	bop27	"nickel/heme abc transporter periplasmic binding protein"	bop27		
NC_000913:3615240..3616184:CDS	bop27	"nickel abc transporter permease"	bop27		
NC_000913:3616181..3617014:CDS	bop27	"nickel abc transporter permease"	bop27		
NC_000913:3617014..3617778:CDS	bop27	"nickel abc transporter atpase"	bop27		
NC_000913:3617775..3618581:CDS	bop27	"nickel abc transporter atpase"	bop27		
NC_000913:3618587..3618988:CDS	bop27	"transcriptional repressor, ni-binding"	bop27		
NC_000913:3619191..3623426:CDS	bop27	"rhs protein with duf4329 family putative toxin domain; putative neighboring cell growth inhibitor"	bop27		
NC_000913:3623398..3623781:CDS	bop27	"putative ntf2 fold immunity protein for polymorphic toxin rhsb"	bop27		
NC_000913:3623886..3624236:CDS	bop27		bop27		
NC_000913:3624377..3625513:CDS	bop27	"putative transposase"	bop27		
NC_000913:complement(3625678..3626802):CDS	bop27	"putative abc transporter permease"	bop27		
NC_000913:complement(3626802..3629537):CDS	bop27	"ribosome-associated atpase: atp-binding protein/atp-binding membrane protein"	bop27		
NC_000913:complement(3629534..3630601):CDS	bop27	"putative membrane fusion protein (mfp) of efflux pump"	bop27		
NC_000913:complement(3630967..3632589):CDS	bop27	"duf4049 family protein"	bop27		
NC_000913:complement(join(3632851..3633264,3633264..3634457)):CDS	bop27		bop27		
NC_000913:3634840..3635892:CDS	bop27	"acid resistance protein, inner membrane"	bop27		
NC_000913:complement(3636207..3637409):CDS	bop27	"putative oxidoreductase"	bop27		
NC_000913:3637641..3639140:CDS	bop27	"phosphate transporter, low-affinity; tellurite importer"	bop27		
NC_000913:complement(3639384..3639719):CDS	bop27	"universal stress (ethanol tolerance) protein b"	bop27		
NC_000913:3640110..3640544:CDS	bop27	"universal stress global response regulator"	bop27		
NC_000913:3640861..3642330:CDS	bop27	"dipeptide and tripeptide permease b"	bop27		
NC_000913:complement(3642379..3643131):CDS	bop27	"16s rrna m(2)g1516 methyltransferase, sam-dependent"	bop27		
NC_000913:complement(3643139..3645181):CDS	bop27	"oligopeptidase a"	bop27		
NC_000913:3645384..3646226:CDS	bop27	"23s rrna m(6)a2030 methyltransferase, sam-dependent"	bop27		
NC_000913:3646298..3647650:CDS	bop27	"glutathione oxidoreductase"	bop27		
