Gene ID	Found in	Non-hypothetical Annotation	Which Annotation	Hypothetical Annotation	Which Annotation
NC_000913:1916258..1917541:CDS	nc_000913 & bop27	"inner membrane pqia domain protein" || "inner membrane pqia domain protein"	nc_000913 || bop27		
NC_000913:1917510..1920143:CDS	nc_000913 & bop27	"mce domain protein" || "mce domain protein"	nc_000913 || bop27		
NC_000913:1920223..1921662:CDS	nc_000913 & bop27	"16s rrna m(5)c1407 methyltransferase, sam-dependent" || "16s rrna m(5)c1407 methyltransferase, sam-dependent"	nc_000913 || bop27		
NC_000913:1921780..1922016:CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:1922121..1922312:CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1922313..1922969):CDS	nc_000913 & bop27	"serine/threonine-specific protein phosphatase 1" || "serine/threonine-specific protein phosphatase 1"	nc_000913 || bop27		
NC_000913:1923066..1923314:ncRNA	nc_000913 & bop27	"novel srna, function unknown" || "novel srna, function unknown"	nc_000913 || bop27		
NC_000913:complement(1923164..1923284):ncRNA	nc_000913 & bop27	"novel srna, function unknown" || "novel srna, function unknown"	nc_000913 || bop27		
NC_000913:complement(1923365..1923706):CDS	nc_000913 & bop27	"duf2511 family protein" || "duf2511 family protein"	nc_000913 || bop27		
NC_000913:complement(1923719..1924591):CDS	nc_000913 & bop27	"inner membrane protein" || "inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(1924595..1924969):CDS	nc_000913 & bop27	"copc family protein" || "copc family protein"	nc_000913 || bop27		
NC_000913:1925108..1925338:CDS	nc_000913 & bop27	"dna polymerase iii, theta subunit" || "dna polymerase iii, theta subunit"	nc_000913 || bop27		
NC_000913:1925440..1926096:CDS	nc_000913 & bop27	"c-n hydrolase family protein" || "c-n hydrolase family protein"	nc_000913 || bop27		
NC_000913:1926120..1926782:CDS	nc_000913 & bop27	"exodeoxyribonuclease 10; dna exonuclease x" || "exodeoxyribonuclease 10; dna exonuclease x"	nc_000913 || bop27		
NC_000913:complement(1926779..1928839):CDS	nc_000913 & bop27	"protease ii" || "protease ii"	nc_000913 || bop27		
NC_000913:complement(1929048..1929707):CDS	nc_000913 & bop27	"duf533 family inner membrane protein" || "duf533 family inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(1930034..1930390):CDS	nc_000913 & bop27	"extracellular colicin m immunity family protein" || "extracellular colicin m immunity family protein"	nc_000913 || bop27		
NC_000913:complement(1930457..1930747):CDS	nc_000913 & bop27	"dna damage-inducible protein regulated by lexa" || "dna damage-inducible protein regulated by lexa"	nc_000913 || bop27		
NC_000913:1930881..1932059:CDS	nc_000913 & bop27	"phosphoribosylglycinamide formyltransferase 2" || "phosphoribosylglycinamide formyltransferase 2"	nc_000913 || bop27		
NC_000913:complement(1932115..1932756):CDS	nc_000913 & bop27	"khg/kdpg aldolase; 2-dehydro-3-deoxy-phosphogluconate/4-hydroxy-2- oxoglutarate aldolase" || "khg/kdpg aldolase; 2-dehydro-3-deoxy-phosphogluconate/4-hydroxy-2- oxoglutarate aldolase"	nc_000913 || bop27		
NC_000913:complement(1932793..1934604):CDS	nc_000913 & bop27	"6-phosphogluconate dehydratase" || "6-phosphogluconate dehydratase"	nc_000913 || bop27		
NC_000913:complement(1934839..1936314):CDS	nc_000913 & bop27	"glucose-6-phosphate 1-dehydrogenase" || "glucose-6-phosphate 1-dehydrogenase"	nc_000913 || bop27		
NC_000913:1936652..1937521:CDS	nc_000913 & bop27	"putative dna-binding transcriptional regulator" || "putative dna-binding transcriptional regulator"	nc_000913 || bop27		
NC_000913:1937649..1939091:CDS	nc_000913 & bop27	"pyruvate kinase ii" || "pyruvate kinase ii"	nc_000913 || bop27		
NC_000913:complement(1939222..1940193):CDS	nc_000913 & bop27	"myristoyl-acyl carrier protein (acp)-dependent acyltransferase" || "myristoyl-acyl carrier protein (acp)-dependent acyltransferase"	nc_000913 || bop27		
NC_000913:complement(1940313..1941635):CDS	nc_000913 & bop27	"murein dd-endopeptidase, space-maker hydrolase, septation protein" || "murein dd-endopeptidase, space-maker hydrolase, septation protein"	nc_000913 || bop27		
NC_000913:complement(1941651..1942583):CDS	nc_000913 & bop27	"zinc abc transporter periplasmic binding protein" || "zinc abc transporter periplasmic binding protein"	nc_000913 || bop27		
NC_000913:1942662..1943417:CDS	nc_000913 & bop27	"zinc abc transporter atpase" || "zinc abc transporter atpase"	nc_000913 || bop27		
NC_000913:1943414..1944199:CDS	nc_000913 & bop27	"zinc abc transporter permease" || "zinc abc transporter permease"	nc_000913 || bop27		
NC_000913:complement(1944346..1945356):CDS	nc_000913 & bop27	"atp-dependent dna helicase, component of ruvabc resolvasome" || "atp-dependent dna helicase, component of ruvabc resolvasome"	nc_000913 || bop27		
NC_000913:complement(1945365..1945976):CDS	nc_000913 & bop27	"component of ruvabc resolvasome, regulatory subunit" || "component of ruvabc resolvasome, regulatory subunit"	nc_000913 || bop27		
NC_000913:complement(1946115..1946180):CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:1946251..1946853:CDS	nc_000913 & bop27	"duf830 family protein" || "duf830 family protein"	nc_000913 || bop27		
NC_000913:complement(1946855..1947376):CDS	nc_000913 & bop27	"component of ruvabc resolvasome, endonuclease" || "component of ruvabc resolvasome, endonuclease"	nc_000913 || bop27		
NC_000913:complement(1947411..1948151):CDS	nc_000913 & bop27	"upf0082 family protein" || "upf0082 family protein"	nc_000913 || bop27		
NC_000913:complement(1948180..1948632):CDS	nc_000913 & bop27	"dihydroneopterin triphosphate pyrophosphatase" || "dihydroneopterin triphosphate pyrophosphatase"	nc_000913 || bop27		
NC_000913:complement(1948750..1950522):CDS	nc_000913 & bop27	"aspartyl-trna synthetase" || "aspartyl-trna synthetase"	nc_000913 || bop27		
NC_000913:1950832..1951398:CDS	nc_000913 & bop27	"isochorismatase family protein" || "isochorismatase family protein"	nc_000913 || bop27		
NC_000913:1951395..1952213:CDS	nc_000913 & bop27	"upf0759 family protein" || "upf0759 family protein"	nc_000913 || bop27		
NC_000913:1952266..1952661:CDS	nc_000913 & bop27	"mapeg family inner membrane protein" || "mapeg family inner membrane protein"	nc_000913 || bop27		
NC_000913:1952702..1953445:CDS	nc_000913 & bop27	"carboxy-sam synthase" || "carboxy-sam synthase"	nc_000913 || bop27		
NC_000913:1953442..1954413:CDS	nc_000913 & bop27	"trna (cmo5u34)-carboxymethyltransferase, carboxy-sam-dependent" || "trna (cmo5u34)-carboxymethyltransferase, carboxy-sam-dependent"	nc_000913 || bop27		
NC_000913:complement(1954578..1957007):CDS	nc_000913 & bop27	"trimethylamine n-oxide reductase system iii, catalytic subunit" || "trimethylamine n-oxide reductase system iii, catalytic subunit"	nc_000913 || bop27		
NC_000913:complement(1957032..1958132):CDS	nc_000913 & bop27	"tmao reductase iii (toryz), cytochrome c-type subunit" || "tmao reductase iii (toryz), cytochrome c-type subunit"	nc_000913 || bop27		
NC_000913:complement(1958520..1959266):CDS	nc_000913 & bop27	"copper homeostasis protein" || "copper homeostasis protein"	nc_000913 || bop27		
NC_000913:complement(1959280..1959846):CDS	nc_000913 & bop27	"putative metal-binding enzyme" || "putative metal-binding enzyme"	nc_000913 || bop27		
NC_000913:1960062..1961795:CDS	nc_000913 & bop27	"arginyl-trna synthetase" || "arginyl-trna synthetase"	nc_000913 || bop27		
NC_000913:1961972..1962460:CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1962580..1962972):CDS	nc_000913 & bop27	"proton seal during flagellar secretion" || "proton seal during flagellar secretion"	nc_000913 || bop27		
NC_000913:complement(1962972..1965050):CDS	nc_000913 & bop27	"putative flagellar export pore protein" || "putative flagellar export pore protein"	nc_000913 || bop27		
NC_000913:complement(1965043..1966191):CDS	nc_000913 & bop27	"flagellin export apparatus, substrate specificity protein" || "flagellin export apparatus, substrate specificity protein"	nc_000913 || bop27		
NC_000913:complement(1966393..1967037):CDS	nc_000913 & bop27	"chemotaxis regulator, protein phosphatase for chey" || "chemotaxis regulator, protein phosphatase for chey"	nc_000913 || bop27		
NC_000913:complement(1967048..1967437):CDS	nc_000913 & bop27	"chemotaxis regulator transmitting signal to flagellar motor component" || "chemotaxis regulator transmitting signal to flagellar motor component"	nc_000913 || bop27		
NC_000913:complement(1967452..1968501):CDS	nc_000913 & bop27	"fused chemotaxis regulator: protein-glutamate methylesterase in two-component regulatory system with chea" || "fused chemotaxis regulator: protein-glutamate methylesterase in two-component regulatory system with chea"	nc_000913 || bop27		
NC_000913:complement(1968504..1969364):CDS	nc_000913 & bop27	"chemotaxis regulator, protein-glutamate methyltransferase" || "chemotaxis regulator, protein-glutamate methyltransferase"	nc_000913 || bop27		
NC_000913:complement(1969383..1970984):CDS	nc_000913 & bop27	"methyl-accepting protein iv" || "methyl-accepting protein iv"	nc_000913 || bop27		
NC_000913:complement(1971030..1972691):CDS	nc_000913 & bop27	"methyl-accepting chemotaxis protein ii" || "methyl-accepting chemotaxis protein ii"	nc_000913 || bop27		
NC_000913:complement(1972836..1973339):CDS	nc_000913 & bop27	"purine-binding chemotaxis protein" || "purine-binding chemotaxis protein"	nc_000913 || bop27		
NC_000913:complement(1973360..1975324):CDS	nc_000913 & bop27	"fused chemotactic sensory histidine kinase in two-component regulatory system with cheb and chey: sensory histidine kinase/signal sensing protein" || "fused chemotactic sensory histidine kinase in two-component regulatory system with cheb and chey: sensory histidine kinase/signal sensing protein"	nc_000913 || bop27		
NC_000913:complement(1975329..1976255):CDS	nc_000913 & bop27	"protein that enables flagellar motor rotation" || "protein that enables flagellar motor rotation"	nc_000913 || bop27		
NC_000913:complement(1976252..1977139):CDS	nc_000913 & bop27	"proton conductor component of flagella motor" || "proton conductor component of flagella motor"	nc_000913 || bop27		
NC_000913:complement(1977266..1977844):CDS	nc_000913 & bop27	"flagellar class ii regulon transcriptional activator, with flhd" || "flagellar class ii regulon transcriptional activator, with flhd"	nc_000913 || bop27		
NC_000913:complement(1977847..1978197):CDS	nc_000913 & bop27	"flagellar class ii regulon transcriptional activator, with flhc" || "flagellar class ii regulon transcriptional activator, with flhc"	nc_000913 || bop27		
NC_000913:complement(1978518..1979021):CDS	nc_000913 & bop27	"is1 transposase b" || "is1 transposase b"	nc_000913 || bop27		
NC_000913:complement(1978940..1979215):CDS	nc_000913 & bop27	"is1 repressor tnpa" || "is1 repressor tnpa"	nc_000913 || bop27		
NC_000913:1979753..1980181:CDS	nc_000913 & bop27	"universal stress protein" || "universal stress protein"	nc_000913 || bop27		
NC_000913:complement(1980188..1981612):CDS	nc_000913 & bop27	"trehalose-6-phosphate synthase" || "trehalose-6-phosphate synthase"	nc_000913 || bop27		
NC_000913:complement(1981587..1982387):CDS	nc_000913 & bop27	"trehalose-6-phosphate phosphatase, biosynthetic" || "trehalose-6-phosphate phosphatase, biosynthetic"	nc_000913 || bop27		
NC_000913:complement(1982554..1983540):CDS	nc_000913 & bop27	"l-arabinose abc transporter permease" || "l-arabinose abc transporter permease"	nc_000913 || bop27		
NC_000913:complement(1983555..1985069):CDS	nc_000913 & bop27	"l-arabinose abc transporter atpase" || "l-arabinose abc transporter atpase"	nc_000913 || bop27		
NC_000913:complement(1985139..1986128):CDS	nc_000913 & bop27	"l-arabinose abc transporter periplasmic binding protein" || "l-arabinose abc transporter periplasmic binding protein"	nc_000913 || bop27		
NC_000913:1986925..1987428:CDS	nc_000913 & bop27	"ferritin b, putative ferrous iron reservoir" || "ferritin b, putative ferrous iron reservoir"	nc_000913 || bop27		
NC_000913:complement(1987507..1987758):CDS	nc_000913 & bop27	"duf2766 family protein" || "duf2766 family protein"	nc_000913 || bop27		
NC_000913:complement(1987873..1987959):CDS	nc_000913 & bop27	"acid-inducible small membrane-associated protein" || "acid-inducible small membrane-associated protein"	nc_000913 || bop27		
NC_000913:1988222..1988545:CDS	nc_000913 & bop27	"lipoprotein, function unknown" || "lipoprotein, function unknown"	nc_000913 || bop27		
NC_000913:1988716..1989213:CDS	nc_000913 & bop27	"ferritin iron storage protein (cytoplasmic)" || "ferritin iron storage protein (cytoplasmic)"	nc_000913 || bop27		
NC_000913:complement(1989251..1989490):CDS	nc_000913 & bop27	"duf2492 family protein" || "duf2492 family protein"	nc_000913 || bop27		
NC_000913:1989681..1990892:CDS	nc_000913 & bop27	"tyrosine transporter" || "tyrosine transporter"	nc_000913 || bop27		
NC_000913:complement(1990954..1991619):CDS	nc_000913 & bop27	"upf0149 family protein" || "upf0149 family protein"	nc_000913 || bop27		
NC_000913:complement(1991815..1991901):tRNA	nc_000913 & bop27	"trna-leu" || "trna-leu"	nc_000913 || bop27		
NC_000913:complement(1991914..1991987):tRNA	nc_000913 & bop27	"trna-cys" || "trna-cys"	nc_000913 || bop27		
NC_000913:complement(1992042..1992117):tRNA	nc_000913 & bop27	"trna-gly" || "trna-gly"	nc_000913 || bop27		
NC_000913:complement(1992269..1992817):CDS	nc_000913 & bop27	"phosphatidylglycerophosphate synthetase" || "phosphatidylglycerophosphate synthetase"	nc_000913 || bop27		
NC_000913:complement(1992874..1994706):CDS	nc_000913 & bop27	"excinuclease uvrabc, endonuclease subunit" || "excinuclease uvrabc, endonuclease subunit"	nc_000913 || bop27		
NC_000913:complement(1994703..1995359):CDS	nc_000913 & bop27	"response regulator in two-component regulatory system with bara" || "response regulator in two-component regulatory system with bara"	nc_000913 || bop27		
NC_000913:1995818..1996042:CDS	nc_000913 & bop27	"duf2594 family protein" || "duf2594 family protein"	nc_000913 || bop27		
NC_000913:complement(1996110..1996832):CDS	nc_000913 & bop27	"quorum-sensing transcriptional activator" || "quorum-sensing transcriptional activator"	nc_000913 || bop27		
NC_000913:complement(1997062..1997814):CDS	nc_000913 & bop27	"putative abc transporter atpase" || "putative abc transporter atpase"	nc_000913 || bop27		
NC_000913:complement(1997811..1998479):CDS	nc_000913 & bop27	"abc family putative inner membrane permease" || "abc family putative inner membrane permease"	nc_000913 || bop27		
NC_000913:complement(1998494..1999480):CDS	nc_000913 & bop27	"d-cysteine desulfhydrase, plp-dependent" || "d-cysteine desulfhydrase, plp-dependent"	nc_000913 || bop27		
NC_000913:complement(1999585..2000385):CDS	nc_000913 & bop27	"cystine transporter subunit" || "cystine transporter subunit"	nc_000913 || bop27		
NC_000913:complement(2000473..2001024):CDS	nc_000913 & bop27	"rpos antagonist; putative regulator of flia activity" || "rpos antagonist; putative regulator of flia activity"	nc_000913 || bop27		
NC_000913:complement(2001070..2001789):CDS	nc_000913 & bop27	"rna polymerase, sigma 28 (sigma f) factor" || "rna polymerase, sigma 28 (sigma f) factor"	nc_000913 || bop27		
NC_000913:complement(2002110..2003606):CDS	nc_000913 & bop27	"flagellar filament structural protein (flagellin)" || "flagellar filament structural protein (flagellin)"	nc_000913 || bop27		
NC_000913:2003872..2005278:CDS	nc_000913 & bop27	"flagellar filament capping protein" || "flagellar filament capping protein"	nc_000913 || bop27		
NC_000913:2005303..2005713:CDS	nc_000913 & bop27	"flagellar protein potentiates polymerization" || "flagellar protein potentiates polymerization"	nc_000913 || bop27		
NC_000913:2005713..2006078:CDS	nc_000913 & bop27	"putative flagellar synthesis and assembly chaperone" || "putative flagellar synthesis and assembly chaperone"	nc_000913 || bop27		
NC_000913:2006156..2007643:CDS	nc_000913 & bop27	"cytoplasmic alpha-amylase" || "cytoplasmic alpha-amylase"	nc_000913 || bop27		
NC_000913:complement(2007677..2008090):CDS	nc_000913 & bop27	"lipoprotein" || "lipoprotein"	nc_000913 || bop27		
NC_000913:2008277..2009482:CDS	nc_000913 & bop27	"upf0394 family sulphur transport domain-containing inner membrane protein" || "upf0394 family sulphur transport domain-containing inner membrane protein"	nc_000913 || bop27		
NC_000913:2009479..2009712:CDS	nc_000913 & bop27	"putative tusa family sulfurtransferase" || "putative tusa family sulfurtransferase"	nc_000913 || bop27		
NC_000913:2009821..2010489:CDS	nc_000913 & bop27	"duf159 family protein" || "duf159 family protein"	nc_000913 || bop27		
NC_000913:2010600..2011079:CDS	nc_000913 & bop27	"gnat family putative n-acetyltransferase" || "gnat family putative n-acetyltransferase"	nc_000913 || bop27		
NC_000913:complement(join(2011223..2011357,2011363..2012040,:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:2012502..2012663:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:complement(2012700..2013014):CDS	nc_000913 & bop27	"flagellar basal-body component" || "flagellar basal-body component"	nc_000913 || bop27		
NC_000913:2013229..2014887:CDS	nc_000913 & bop27	"flagellar basal-body ms-ring and collar protein" || "flagellar basal-body ms-ring and collar protein"	nc_000913 || bop27		
NC_000913:2014880..2015875:CDS	nc_000913 & bop27	"flagellar motor switching and energizing component" || "flagellar motor switching and energizing component"	nc_000913 || bop27		
NC_000913:2015868..2016554:CDS	nc_000913 & bop27	"negative regulator of flii atpase activity" || "negative regulator of flii atpase activity"	nc_000913 || bop27		
NC_000913:2016554..2017927:CDS	nc_000913 & bop27	"flagellum-specific atp synthase" || "flagellum-specific atp synthase"	nc_000913 || bop27		
NC_000913:2017946..2018389:CDS	nc_000913 & bop27	"flagellar protein" || "flagellar protein"	nc_000913 || bop27		
NC_000913:2018386..2019513:CDS	nc_000913 & bop27	"flagellar hook-length control protein" || "flagellar hook-length control protein"	nc_000913 || bop27		
NC_000913:2019618..2020082:CDS	nc_000913 & bop27	"flagellar biosynthesis protein" || "flagellar biosynthesis protein"	nc_000913 || bop27		
NC_000913:2020087..2021091:CDS	nc_000913 & bop27	"flagellar motor switching and energizing component" || "flagellar motor switching and energizing component"	nc_000913 || bop27		
NC_000913:2021088..2021501:CDS	nc_000913 & bop27	"flagellar motor switching and energizing component" || "flagellar motor switching and energizing component"	nc_000913 || bop27		
NC_000913:2021504..2021869:CDS	nc_000913 & bop27	"flagellar biosynthesis protein" || "flagellar biosynthesis protein"	nc_000913 || bop27		
NC_000913:2021869..2022606:CDS	nc_000913 & bop27	"flagellar biosynthesis protein" || "flagellar biosynthesis protein"	nc_000913 || bop27		
NC_000913:2022616..2022885:CDS	nc_000913 & bop27	"flagellar biosynthesis protein" || "flagellar biosynthesis protein"	nc_000913 || bop27		
NC_000913:2022893..2023678:CDS	nc_000913 & bop27	"flagellar export pore protein" || "flagellar export pore protein"	nc_000913 || bop27		
NC_000913:2023968..2024591:CDS	nc_000913 & bop27	"transcriptional regulator of colanic acid capsular biosynthesis" || "transcriptional regulator of colanic acid capsular biosynthesis"	nc_000913 || bop27		
NC_000913:complement(2024635..2024823):CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:2024986..2025213:CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(2025227..2025313):ncRNA	nc_000913 & bop27	"srna antisense regulator enhances translation of rpos, hfq-dependent" || "srna antisense regulator enhances translation of rpos, hfq-dependent"	nc_000913 || bop27		
NC_000913:2025511..2026326:CDS	nc_000913 & bop27	"putative mannosyl-3-phosphoglycerate phosphatase" || "putative mannosyl-3-phosphoglycerate phosphatase"	nc_000913 || bop27		
NC_000913:complement(2026323..2028017):CDS	nc_000913 & bop27	"putative membrane-anchored diguanylate cyclase" || "putative membrane-anchored diguanylate cyclase"	nc_000913 || bop27		
NC_000913:complement(2028188..2028370):CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(2028449..2029366):CDS	nc_000913 & bop27	"duf808 family inner membrane protein" || "duf808 family inner membrane protein"	nc_000913 || bop27		
NC_000913:2029539..2030459:CDS	nc_000913 & bop27	"amino acid exporter for phenylalanine, threonine" || "amino acid exporter for phenylalanine, threonine"	nc_000913 || bop27		
NC_000913:complement(2030448..2030918):CDS	nc_000913 & bop27	"dna mismatch endonuclease of very short patch repair" || "dna mismatch endonuclease of very short patch repair"	nc_000913 || bop27		
NC_000913:complement(2030899..2032317):CDS	nc_000913 & bop27	"dna cytosine methyltransferase" || "dna cytosine methyltransferase"	nc_000913 || bop27		
NC_000913:complement(2032384..2033079):CDS	nc_000913 & bop27	"putative hd superfamily phosphohydrolase" || "putative hd superfamily phosphohydrolase"	nc_000913 || bop27		
NC_000913:complement(2033119..2033484):CDS	nc_000913 & bop27	"inner membrane protein" || "inner membrane protein"	nc_000913 || bop27		
NC_000913:2033649..2033739:ncRNA	nc_000913 & bop27	"srna antisense regulator of ompa and ompc translation, hfq-dependent" || "srna antisense regulator of ompa and ompc translation, hfq-dependent"	nc_000913 || bop27		
NC_000913:join(2034051..2034713,2034713..2035243):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:2035835..2036686:CDS	nc_000913 & bop27	"glyoxalase iii and hsp31 molecular chaperone" || "glyoxalase iii and hsp31 molecular chaperone"	nc_000913 || bop27		
NC_000913:complement(2036794..2038152):CDS	nc_000913 & bop27	"putative sensory kinase in two-component regulatory system with yedw" || "putative sensory kinase in two-component regulatory system with yedw"	nc_000913 || bop27		
NC_000913:complement(2038152..2038823):CDS	nc_000913 & bop27	"response regulator family protein" || "response regulator family protein"	nc_000913 || bop27		
NC_000913:2038956..2039369:CDS	nc_000913 & bop27	"hydroxyisourate hydrolase" || "hydroxyisourate hydrolase"	nc_000913 || bop27		
NC_000913:2039478..2040482:CDS	nc_000913 & bop27	"membrane-anchored, periplasmic tmao, dmso reductase" || "membrane-anchored, periplasmic tmao, dmso reductase"	nc_000913 || bop27		
NC_000913:2040483..2041118:CDS	nc_000913 & bop27	"inner membrane heme subunit for periplasmic yedyz reductase" || "inner membrane heme subunit for periplasmic yedyz reductase"	nc_000913 || bop27		
NC_000913:2041375..2042025:CDS	nc_000913 & bop27	"zinc and cadmium binding protein, periplasmic" || "zinc and cadmium binding protein, periplasmic"	nc_000913 || bop27		
NC_000913:2042368..2042898:CDS	nc_000913 & bop27	"cytochrome b561 homolog" || "cytochrome b561 homolog"	nc_000913 || bop27		
NC_000913:complement(2043468..2043557):tRNA	nc_000913 & bop27	"trna-ser" || "trna-ser"	nc_000913 || bop27		
NC_000913:2043651..2044448:CDS	nc_000913 & bop27	"anti-repressor for dgsa(mlc)" || "anti-repressor for dgsa(mlc)"	nc_000913 || bop27		
NC_000913:2044549..2044624:tRNA	nc_000913 & bop27	"trna-asn" || "trna-asn"	nc_000913 || bop27		
NC_000913:2044938..2052014:CDS	nc_000913 & bop27	"putative adhesin" || "putative adhesin"	nc_000913 || bop27		
NC_000913:complement(2052276..2053328):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:2053643..2054959:CDS	nc_000913 & bop27	"shikimate transporter" || "shikimate transporter"	nc_000913 || bop27		
NC_000913:2055061..2056515:CDS	nc_000913 & bop27	"amp nucleosidase" || "amp nucleosidase"	nc_000913 || bop27		
NC_000913:2056858..2057574:CDS	nc_000913 & bop27	"upf0082 family protein" || "upf0082 family protein"	nc_000913 || bop27		
NC_000913:complement(2058027..2058102):tRNA	nc_000913 & bop27	"trna-asn" || "trna-asn"	nc_000913 || bop27		
NC_000913:complement(2058203..2059690):CDS	nc_000913 & bop27	"putative multdrug exporter, mate family" || "putative multdrug exporter, mate family"	nc_000913 || bop27		
NC_000913:2059851..2059926:tRNA	nc_000913 & bop27	"trna-asn" || "trna-asn"	nc_000913 || bop27		
NC_000913:complement(2059964..2060914):CDS	nc_000913 & bop27	"ssueadcb/tauabcd operon transcriptional activator" || "ssueadcb/tauabcd operon transcriptional activator"	nc_000913 || bop27		
NC_000913:complement(2061016..2061933):CDS	nc_000913 & bop27	"nitrogen assimilation regulon transcriptional regulator; autorepressor" || "nitrogen assimilation regulon transcriptional regulator; autorepressor"	nc_000913 || bop27		
NC_000913:2062260..2062335:tRNA	nc_000913 & bop27	"trna-asn" || "trna-asn"	nc_000913 || bop27		
NC_000913:complement(2062391..2063323):CDS	nc_000913 & bop27	"l,d-transpeptidase linking lpp to murein" || "l,d-transpeptidase linking lpp to murein"	nc_000913 || bop27		
NC_000913:complement(2063388..2064467):CDS	nc_000913 & bop27	"nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase" || "nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase"	nc_000913 || bop27		
NC_000913:complement(2064479..2065222):CDS	nc_000913 & bop27	"cobalamin synthase" || "cobalamin synthase"	nc_000913 || bop27		
NC_000913:complement(2065219..2065764):CDS	nc_000913 & bop27	"cobinamide kinase and cobinamide phosphate guanylyltransferase" || "cobinamide kinase and cobinamide phosphate guanylyltransferase"	nc_000913 || bop27		
NC_000913:complement(2066068..2066154):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:complement(2066305..2067321):CDS	nc_000913 & bop27	"is5 transposase and trans-activator" || "is5 transposase and trans-activator"	nc_000913 || bop27		
NC_000913:complement(join(2067360..2067458,2067458..2067892)):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:complement(2068261..2068419):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:join(2068635..2068940,2070277..2070474):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:complement(2068952..2069857):CDS	nc_000913 & bop27	"is2 transposase tnpb" || "is2 transposase tnpb"	nc_000913 || bop27		
NC_000913:complement(2069815..2070180):CDS	nc_000913 & bop27	"is2 repressor tnpa" || "is2 repressor tnpa"	nc_000913 || bop27		
NC_000913:2070660..2071211:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:2071317..2071511:ncRNA	nc_000913 & bop27	"novel srna, cp4-44; putative prophage remnant" || "novel srna, cp4-44; putative prophage remnant"	nc_000913 || bop27		
NC_000913:2071539..2074658:CDS	nc_000913 & bop27	"cp4-44 prophage; antigen 43 (ag43) phase-variable biofilm formation autotransporter" || "cp4-44 prophage; antigen 43 (ag43) phase-variable biofilm formation autotransporter"	nc_000913 || bop27		
NC_000913:2074779..2076311:CDS	nc_000913 & bop27	"cp4-44 prophage; putative membrane protein" || "cp4-44 prophage; putative membrane protein"	nc_000913 || bop27		
NC_000913:2076308..2076754:CDS	nc_000913 & bop27	"cp4-44 prophage; putative dna repair protein" || "cp4-44 prophage; putative dna repair protein"	nc_000913 || bop27		
NC_000913:2076817..2077038:CDS	nc_000913 & bop27	"cp4-44 prophage; uncharacterized protein" || "cp4-44 prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:2077112..2077480:CDS	nc_000913 & bop27	"cp4-44 prophage; cytoskeleton bundling-enhancing factor a; cbta antitoxin" || "cp4-44 prophage; cytoskeleton bundling-enhancing factor a; cbta antitoxin"	nc_000913 || bop27		
NC_000913:2077569..2077943:CDS	nc_000913 & bop27	"cp4-44 prophage; toxin of the yeev-yeeu toxin-antitoxin system" || "cp4-44 prophage; toxin of the yeev-yeeu toxin-antitoxin system"	nc_000913 || bop27		
NC_000913:2077940..2078107:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:complement(2078549..2078677):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:2078746..2078931:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:complement(2079032..2079361):CDS	nc_000913 & bop27	"upf0265 family protein" || "upf0265 family protein"	nc_000913 || bop27		
NC_000913:complement(2079533..2080591):CDS	nc_000913 & bop27	"putative transporter, fusc family inner membrane protein" || "putative transporter, fusc family inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(2080789..2081262):CDS	nc_000913 & bop27	"dna gyrase inhibitor" || "dna gyrase inhibitor"	nc_000913 || bop27		
