Gene ID	Found in	Non-hypothetical Annotation	Which Annotation	Hypothetical Annotation	Which Annotation
NC_000913:2622232..2622870:CDS	bop27	"phosphoribosylglycinamide formyltransferase 1"	bop27		
NC_000913:2623042..2625108:CDS	bop27	"polyphosphate kinase, component of rna degradosome"	bop27		
NC_000913:2625113..2626654:CDS	bop27	"exopolyphosphatase"	bop27		
NC_000913:complement(2626693..2628936):CDS	bop27	"cyclic-di-gmp phosphodiesterase, anaerobic"	bop27		
NC_000913:2629288..2629479:CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:2629790..2630308:CDS	bop27	"outer membrane integrity lipoprotein"	bop27		
NC_000913:2630324..2630863:CDS	bop27	"nalidixic acid resistance protein, putative periplasmic protein"	bop27		
NC_000913:complement(2630956..2632533):CDS	bop27	"gmp synthetase (glutamine aminotransferase)"	bop27		
NC_000913:complement(2632602..2634068):CDS	bop27	"imp dehydrogenase"	bop27		
NC_000913:2634230..2635600:CDS	bop27	"exonuclease vii, large subunit"	bop27		
NC_000913:complement(2635597..2635812):CDS	bop27	"duf1407 family protein"	bop27		
NC_000913:complement(2635882..2637354):CDS	bop27	"gtpase; multicopy suppressor of ftsj"	bop27		
NC_000913:complement(2637472..2638650):CDS	bop27	"bamabcde complex om biogenesis lipoprotein"	bop27		
NC_000913:complement(2638661..2639281):CDS	bop27	"ancillary secyeg translocon subunit; putative anti-rcsb factor"	bop27		
NC_000913:complement(2639299..2640573):CDS	bop27	"histidyl trna synthetase"	bop27		
NC_000913:complement(2640684..2641802):CDS	bop27	"1-hydroxy-2-methyl-2-(e)-butenyl 4-diphosphate synthase"	bop27		
NC_000913:complement(2641829..2642842):CDS	bop27	"mreb assembly cytoskeletal protein"	bop27		
NC_000913:complement(2643127..2644281):CDS	bop27	"dual specificity 23s rrna m(2)a2503, trna m(2)a37 methyltransferase, sam-dependent"	bop27		
NC_000913:complement(2644431..2644862):CDS	bop27	"multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase"	bop27		
NC_000913:complement(2645011..2647323):CDS	bop27	"penicillin-insensitive murein repair transglycosylase; inactive transpeptidase domain protein"	bop27		
NC_000913:complement(2647324..2652285):CDS	bop27	"bacterial alpha2-macroglobulin colonization factor ecam; anti-host protease defense factor; periplasmic inner membrane-anchored lipoprotein"	bop27		
NC_000913:2652492..2653337:CDS	bop27	"3-mercaptopyruvate sulfurtransferase"	bop27		
NC_000913:complement(2654155..2654931):CDS	bop27	"rhodanase-like enzyme, sulfur transfer from thiosulfate"	bop27		
NC_000913:complement(2655073..2656356):CDS	bop27	"aminopeptidase b"	bop27		
NC_000913:complement(2656534..2656734):CDS	bop27	"fe(2+) donor and activity modulator for cysteine desulfurase"	bop27		
NC_000913:complement(2656746..2657081):CDS	bop27	"[2fe-2s] ferredoxin"	bop27		
NC_000913:complement(2657083..2658933):CDS	bop27	"dnak-like molecular chaperone specific for iscu"	bop27		
NC_000913:complement(2658950..2659465):CDS	bop27	"hsca co-chaperone, j domain-containing protein hsc56; iscu-specific chaperone hscab"	bop27		
NC_000913:complement(2659561..2659884):CDS	bop27	"fes cluster assembly protein"	bop27		
NC_000913:complement(2659901..2660287):CDS	bop27	"iron-sulfur cluster assembly scaffold protein"	bop27		
NC_000913:complement(2660315..2661529):CDS	bop27	"cysteine desulfurase (trna sulfurtransferase), plp-dependent"	bop27		
NC_000913:complement(2661641..2662129):CDS	bop27	"isc operon transcriptional repressor; suf operon transcriptional activator; oxidative stress- and iron starvation-inducible; autorepressor"	bop27		
NC_000913:complement(2662581..2663321):CDS	bop27	"trna mc32,mu32 2'-o-methyltransferase, sam-dependent"	bop27		
NC_000913:2663440..2664243:CDS	bop27	"inositol monophosphatase"	bop27		
NC_000913:2664388..2665242:CDS	bop27	"putative s9 family prolyl oligopeptidase"	bop27		
NC_000913:2665433..2666713:CDS	bop27	"stationary phase inducible protein"	bop27		
NC_000913:complement(2666705..2667844):CDS	bop27	"putative 3-phenylpropionic transporter"	bop27		
NC_000913:complement(2668004..2668069):CDS	bop27	"3-hydroxypropionic acid resistance peptide"	bop27		
NC_000913:complement(2668004..2668894):CDS	bop27	"hca operon transcriptional regulator"	bop27		
NC_000913:2669030..2670391:CDS	bop27	"3-phenylpropionate dioxygenase, large (alpha) subunit"	bop27		
NC_000913:2670388..2670906:CDS	bop27	"3-phenylpropionate dioxygenase, small (beta) subunit"	bop27		
NC_000913:2670906..2671226:CDS	bop27	"3-phenylpropionate dioxygenase, ferredoxin subunit"	bop27		
NC_000913:2671223..2672035:CDS	bop27	"2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase"	bop27		
NC_000913:2672045..2673247:CDS	bop27	"phenylpropionate dioxygenase, ferredoxin reductase subunit"	bop27		
NC_000913:2673344..2673766:CDS	bop27	"doxx family inner membrane protein"	bop27		
NC_000913:complement(2673814..2674686):CDS	bop27	"mutarotase superfamily protein, yphb family"	bop27		
NC_000913:complement(2674698..2675759):CDS	bop27	"putative zn-dependent nad(p)-binding oxidoreductase"	bop27		
NC_000913:complement(2675825..2676823):CDS	bop27	"putative sugar abc transporter permease"	bop27		
NC_000913:complement(2676848..2678359):CDS	bop27	"putative sugar abc transporter atpase"	bop27		
NC_000913:complement(2678382..2679365):CDS	bop27	"putative sugar abc transporter periplasmic binding protein"	bop27		
NC_000913:complement(2679462..2682743):CDS	bop27	"duf4380 domain-containing tpr repeat protein"	bop27		
NC_000913:2682861..2684054:CDS	bop27	"putative dna-binding transcriptional regulator"	bop27		
NC_000913:complement(2684252..2685505):CDS	bop27	"serine hydroxymethyltransferase"	bop27		
NC_000913:2685833..2687023:CDS	bop27	"fused nitric oxide dioxygenase/dihydropteridine reductase 2"	bop27		
NC_000913:complement(2687068..2687406):CDS	bop27	"regulatory protein p-ii for glutamine synthetase"	bop27		
NC_000913:complement(2687467..2688801):CDS	bop27	"response regulator regulating glmy srna in two-component system with sensor protein glrk"	bop27		
NC_000913:complement(2688791..2689504):CDS	bop27	"putative outer membrane protein modulating the qseef response"	bop27		
NC_000913:complement(2689669..2691096):CDS	bop27	"sensor protein kinase regulating glmy srna in two-component system with response regulator glrr"	bop27		
NC_000913:complement(2691654..2695541):CDS	bop27	"phosphoribosylformyl-glycineamide synthetase"	bop27		
NC_000913:2695799..2697355:CDS	bop27	"membrane-bound lytic transglycosylase f, murein hydrolase"	bop27		
NC_000913:complement(2697352..2697855):CDS	bop27	"trna-specific adenosine deaminase"	bop27		
NC_000913:complement(2697913..2698548):CDS	bop27	"phosphatidylglycerophosphatase c, membrane bound"	bop27		
NC_000913:2698757..2699605:CDS	bop27	"putative dna-binding transcriptional regulator"	bop27		
NC_000913:2699661..2699921:CDS	bop27	"putative 4fe-4s cluster-containing protein"	bop27		
NC_000913:complement(2700115..2700195):CDS	bop27	"toxic membrane protein"	bop27		
NC_000913:complement(2700616..2700996):CDS	bop27	"holo-[acyl-carrier-protein] synthase 1"	bop27		
NC_000913:complement(2700996..2701727):CDS	bop27	"pyridoxine 5'-phosphate synthase"	bop27		
NC_000913:complement(2701739..2702467):CDS	bop27	"gap repair protein"	bop27		
NC_000913:complement(2702479..2703384):CDS	bop27	"membrane-associated, 16s rrna-binding gtpase"	bop27		
NC_000913:complement(2703381..2704061):CDS	bop27	"rnase iii"	bop27		
NC_000913:complement(2704333..2705307):CDS	bop27	"leader peptidase (signal peptidase i)"	bop27		
NC_000913:complement(2705323..2707122):CDS	bop27	"back-translocating elongation factor ef4, gtpase"	bop27		
NC_000913:complement(2707320..2707799):CDS	bop27	"soxr iron-sulfur cluster reduction factor component"	bop27		
NC_000913:complement(2707796..2708752):CDS	bop27	"anti-sigma e factor, binds rsea"	bop27		
NC_000913:complement(2708752..2709402):CDS	bop27	"anti-sigma factor"	bop27		
NC_000913:complement(2709435..2710010):CDS	bop27	"rna polymerase sigma e factor"	bop27		
NC_000913:2710418..2712040:CDS	bop27	"quinolinate synthase, l-aspartate oxidase (b protein) subunit"	bop27		
NC_000913:complement(2712025..2712762):CDS	bop27	"trna1(val) (adenine(37)-n6)-methyltransferase"	bop27		
NC_000913:2712894..2714228:CDS	bop27	"atp-dependent rna helicase"	bop27		
NC_000913:complement(2714437..2715318):CDS	bop27	"putative dna-binding transcriptional regulator"	bop27		
NC_000913:2715421..2716008:CDS	bop27	"cysteine and o-acetylserine exporter"	bop27		
NC_000913:complement(2716064..2716447):CDS	bop27	"autonomous glycyl radical cofactor"	bop27		
NC_000913:2716752..2717441:CDS	bop27	"uracil-dna-glycosylase"	bop27		
NC_000913:complement(2717489..2718526):CDS	bop27	"putative methyltransferase"	bop27		
NC_000913:2718733..2719152:CDS	bop27	"thioredoxin 2"	bop27		
NC_000913:2719221..2719919:CDS	bop27	"dtw domain protein"	bop27		
NC_000913:2719951..2722611:CDS	bop27	"protein lysine acetyltransferase"	bop27		
NC_000913:2722725..2724080:CDS	bop27	"phosphatidylserine synthase; cdp-diacylglycerol-serine o-phosphatidyltransferase"	bop27		
NC_000913:2724126..2724449:CDS	bop27	"putative lipoprotein"	bop27		
NC_000913:complement(2724446..2725744):CDS	bop27	"alpha-ketoglutarate transporter"	bop27		
NC_000913:complement(2731598..2734171):CDS	bop27	"protein disaggregation chaperone"	bop27		
NC_000913:complement(2734301..2735032):CDS	bop27	"upf0124 family protein"	bop27		
NC_000913:complement(2735029..2736009):CDS	bop27	"23s rrna pseudouridine(1911,1915,1917) synthase"	bop27		
NC_000913:2736144..2736881:CDS	bop27	"bamabcde complex om biogenesis lipoprotein"	bop27		
NC_000913:2737152..2737493:CDS	bop27	"cold shock protein associated with 30s ribosomal subunit"	bop27		
NC_000913:2737597..2737644:CDS	bop27	"phea gene leader peptide"	bop27		
NC_000913:2737743..2738903:CDS	bop27	"chorismate mutase and prephenate dehydratase, p-protein"	bop27		
NC_000913:complement(2738946..2740067):CDS	bop27	"fused chorismate mutase t/prephenate dehydrogenase"	bop27		
NC_000913:complement(2740078..2741148):CDS	bop27	"3-deoxy-d-arabino-heptulosonate-7-phosphate synthase, tyrosine-repressible"	bop27		
NC_000913:2741358..2741723:CDS	bop27	"lipoprotein"	bop27		
NC_000913:2741873..2742391:CDS	bop27	"putative periplasmic inhibitor of yfin activity"	bop27		
NC_000913:2742381..2743607:CDS	bop27	"putative membrane-anchored diguanylate cyclase"	bop27		
NC_000913:2743623..2744105:CDS	bop27	"om lipoprotein putative positive effector of yfin activity"	bop27		
NC_000913:complement(2744181..2744528):CDS	bop27	"50s ribosomal subunit protein l19"	bop27		
NC_000913:complement(2744570..2745337):CDS	bop27	"trna m(1)g37 methyltransferase, sam-dependent"	bop27		
NC_000913:complement(2745368..2745916):CDS	bop27	"ribosome maturation factor"	bop27		
NC_000913:complement(2745935..2746183):CDS	bop27	"30s ribosomal subunit protein s16"	bop27		
NC_000913:complement(2746432..2747793):CDS	bop27	"signal recognition particle (srp) component with 4.5s rna (ffs)"	bop27		
NC_000913:2747960..2748751:CDS	bop27	"cytochrome c assembly protein family inner membrane protein"	bop27		
NC_000913:2748772..2750058:CDS	bop27	"upf0053 family inner membrane protein"	bop27		
NC_000913:complement(2750113..2750706):CDS	bop27	"heat shock protein"	bop27		
NC_000913:2750829..2751707:CDS	bop27	"nad kinase"	bop27		
NC_000913:2751793..2753454:CDS	bop27	"recombination and repair protein"	bop27		
NC_000913:2753603..2753944:CDS	bop27	"lipoprotein component of bamabcde om biogenesis complex"	bop27		
NC_000913:complement(2754006..2754296):CDS	bop27	"upf0125 family protein"	bop27		
NC_000913:complement(2754286..2754762):CDS	bop27	"toxic upf0083 family protein inhibitor of 70s ribosome formation"	bop27		
NC_000913:2754894..2755376:CDS	bop27	"tmrna-binding trans-translation protein"	bop27		
NC_000913:2756157..2757398:CDS	bop27	"cp4-57 prophage; integrase"	bop27		
NC_000913:complement(2757642..2758598):CDS	bop27	"cp4-57 prophage; uncharacterized protein"	bop27		
NC_000913:2758642..2758854:CDS	bop27	"cp4-57 prophage; dna-binding transcriptional activator"	bop27		
NC_000913:2758983..2760392:CDS	bop27	"cp4-57 prophage; uncharacterized protein"	bop27		
NC_000913:2760545..2761171:CDS	bop27	"cp4-57 prophage; uncharacterized protein"	bop27		
NC_000913:complement(2761349..2763538):CDS	bop27	"radiation resistance protein; dead/h helicase-like protein; cp4-57 putative defective prophage"	bop27		
NC_000913:complement(2763535..2765151):CDS	bop27	"cp4-57 putative defective prophage, duf4297/duf1837 polymorphic toxin family protein"	bop27		
NC_000913:complement(2765511..2765774):CDS	bop27	"cp4-57 prophage; uncharacterized protein"	bop27		
NC_000913:2765916..2766989:CDS	bop27	"cp4-57 prophage; rnase ls"	bop27		
NC_000913:2766982..2767353:CDS	bop27	"cp4-57 prophage; uncharacterized protein"	bop27		
NC_000913:2767708..2768571:CDS	bop27	"cp4-57 prophage; 50s ribosome-binding gtpase family protein"	bop27		
NC_000913:2768663..2769484:CDS	bop27	"cp4-57 prophage; uncharacterized protein"	bop27		
NC_000913:2769701..2770402:CDS	bop27	"cp4-57 prophage; putative dna-binding transcriptional regulator"	bop27		
NC_000913:2770443..2770679:CDS	bop27	"cp4-57 prophage; putative inner membrane protein"	bop27		
NC_000913:2770679..2771122:CDS	bop27	"cp4-57 prophage; uncharacterized protein"	bop27		
NC_000913:2771146..2771613:CDS	bop27	"cp4-57 prophage; putative periplasmic protein"	bop27		
NC_000913:2773316..2775019:CDS	bop27	"cp4-57 prophage; putative inner membrane protein"	bop27		
NC_000913:2775917..2776375:CDS	bop27	"cp4-57 prophage; putative antirestriction protein"	bop27		
NC_000913:2776384..2776866:CDS	bop27	"cp4-57 prophage; putative dna repair protein"	bop27		
NC_000913:2776875..2777075:CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:2777113..2777430:CDS	bop27	"cp4-57 prophage; antitoxin of the ypjf-yfjz toxin-antitoxin system"	bop27		
NC_000913:2777451..2777780:CDS	bop27	"cp4-57 prophage; toxin of the ypjf-yfjz toxin-antitoxin system"	bop27		
NC_000913:complement(2778144..2782724):CDS	bop27	"adhesin-like autotransporter"	bop27		
NC_000913:2788983..2789960:CDS	bop27	"carbon starvation protein"	bop27		
NC_000913:2789980..2791248:CDS	bop27	"l-2-hydroxyglutarate oxidase"	bop27		
NC_000913:2791271..2792719:CDS	bop27	"succinate-semialdehyde dehydrogenase i, nadp-dependent"	bop27		
NC_000913:2792733..2794013:CDS	bop27	"4-aminobutyrate aminotransferase, plp-dependent"	bop27		
NC_000913:2794251..2795651:CDS	bop27	"gamma-aminobutyrate transporter"	bop27		
NC_000913:2795672..2796334:CDS	bop27	"transcriptional repressor of csid"	bop27		
NC_000913:complement(2796335..2796784):CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:complement(2796868..2797026):CDS	bop27	"cyar srna-regulated protein"	bop27		
NC_000913:2797209..2797508:CDS	bop27	"tributyltin-inducible repressor of ygavp"	bop27		
NC_000913:2797518..2798042:CDS	bop27	"duf2892 family inner membrane rhodanese"	bop27		
NC_000913:complement(2798089..2798493):CDS	bop27	"dna binding protein, nucleoid-associated"	bop27		
NC_000913:2799162..2799611:CDS	bop27	"alanine exporter, alanine-inducible, stress-responsive"	bop27		
NC_000913:complement(2799648..2799992):CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:2800144..2800473:CDS	bop27	"putative membrane-anchored duf883 family ribosome-binding protein"	bop27		
NC_000913:2800721..2800966:CDS	bop27	"hydrogen donor for nrdef electron transport system; glutaredoxin-like protein"	bop27		
NC_000913:2800963..2801373:CDS	bop27	"nrdef cluster assembly flavodoxin"	bop27		
NC_000913:2801346..2803490:CDS	bop27	"ribonucleoside-diphosphate reductase 2, alpha subunit"	bop27		
NC_000913:2803500..2804459:CDS	bop27	"ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like protein"	bop27		
NC_000913:2804813..2806015:CDS	bop27	"glycine betaine/proline abc transporter periplasmic binding protein"	bop27		
NC_000913:2806008..2807072:CDS	bop27	"glycine betaine/proline abc transporter permease"	bop27		
NC_000913:2807130..2808122:CDS	bop27	"glycine betaine/proline abc transporter periplasmic binding protein; cold shock protein"	bop27		
NC_000913:2809615..2810352:CDS	bop27	"putative l-valine exporter, norvaline resistance protein"	bop27		
NC_000913:2810342..2810677:CDS	bop27	"putative l-valine exporter, norvaline resistance protein"	bop27		
NC_000913:2810768..2811298:CDS	bop27	"transcriptional repressor of microcin b17 synthesis and multidrug efflux"	bop27		
NC_000913:2811425..2812597:CDS	bop27	"multidrug efflux system"	bop27		
NC_000913:2812614..2814152:CDS	bop27	"multidrug efflux system protein"	bop27		
NC_000913:complement(2814216..2814731):CDS	bop27	"s-ribosylhomocysteine lyase"	bop27		
NC_000913:complement(2814881..2816437):CDS	bop27	"glutamate-cysteine ligase"	bop27		
NC_000913:complement(2816510..2816938):CDS	bop27	"cog1238 family inner membrane protein"	bop27		
NC_000913:complement(2816935..2817501):CDS	bop27	"fructose-1-p and 6-phosphogluconate phosphatase"	bop27		
NC_000913:complement(2818959..2819144):CDS	bop27	"pleiotropic regulatory protein for carbon source metabolism"	bop27		
NC_000913:complement(2819379..2822009):CDS	bop27	"alanyl-trna synthetase"	bop27		
NC_000913:complement(2822137..2822637):CDS	bop27	"regulatory protein for reca"	bop27		
NC_000913:complement(2822706..2823767):CDS	bop27	"dna recombination and repair protein; ssdna-dependent atpase; synaptase; ssdna and dsdna binding protein; atp-dependent homologous dna strand exchanger; recombinase a; lexa autocleavage cofactor"	bop27		
NC_000913:complement(2823847..2824344):CDS	bop27	"nicotinamide-nucleotide amidohydrolase; nmn amidohydrolase"	bop27		
NC_000913:complement(2824489..2825574):CDS	bop27	"membrane-bound lytic murein transglycosylase b"	bop27		
NC_000913:2825830..2826393:CDS	bop27	"glucitol/sorbitol-specific enzyme iic component of pts"	bop27		
NC_000913:2826390..2827349:CDS	bop27	"glucitol/sorbitol-specific enzyme iib component of pts"	bop27		
NC_000913:2827360..2827731:CDS	bop27	"glucitol/sorbitol-specific enzyme iia component of pts"	bop27		
NC_000913:2827735..2828514:CDS	bop27	"sorbitol-6-phosphate dehydrogenase"	bop27		
NC_000913:2828619..2828978:CDS	bop27	"sorbitol=responsive srl operon transcriptional activator"	bop27		
NC_000913:2829045..2829818:CDS	bop27	"sorbitol-inducible srl operon transcriptional repressor"	bop27		
NC_000913:2829811..2830776:CDS	bop27	"d-arabinose 5-phosphate isomerase"	bop27		
NC_000913:complement(2830773..2832287):CDS	bop27	"anaerobic nitric oxide reductase dna-binding transcriptional activator"	bop27		
NC_000913:2832474..2833913:CDS	bop27	"anaerobic nitric oxide reductase flavorubredoxin"	bop27		
NC_000913:2833910..2835043:CDS	bop27	"nadh:flavorubredoxin oxidoreductase"	bop27		
NC_000913:complement(2835171..2837423):CDS	bop27	"carbamoyl phosphate phosphatase and [nife] hydrogenase maturation protein"	bop27		
NC_000913:complement(2837576..2838103):CDS	bop27	"formate dehydrogenase-h, [4fe-4s] ferredoxin subunit"	bop27		
NC_000913:complement(2838252..2839262):CDS	bop27	"asc operon transcriptional repressor; prpbc operon repressor"	bop27		
NC_000913:2839522..2840979:CDS	bop27	"cellobiose/arbutin/salicin-specific pts enzymes, iib and ic components"	bop27		
NC_000913:2840988..2842412:CDS	bop27	"cryptic 6-phospho-beta-glucosidase"	bop27		
NC_000913:complement(2842571..2843041):CDS	bop27	"protease involved in processing c-terminal end of hyce"	bop27		
NC_000913:complement(2843034..2843444):CDS	bop27	"hydrogenase 3 maturation protein"	bop27		
NC_000913:complement(2843441..2844208):CDS	bop27	"hydrogenase 3 and formate hydrogenase complex, hycg subunit"	bop27		
NC_000913:complement(2844208..2844750):CDS	bop27	"formate hydrogenlyase complex iron-sulfur protein"	bop27		
NC_000913:complement(2844760..2846469):CDS	bop27	"hydrogenase 3, large subunit"	bop27		
NC_000913:complement(2846487..2847410):CDS	bop27	"hydrogenase 3, membrane subunit"	bop27		
NC_000913:complement(2847413..2849239):CDS	bop27	"hydrogenase 3, membrane subunit"	bop27		
NC_000913:complement(2849236..2849847):CDS	bop27	"hydrogenase 3, fe-s subunit"	bop27		
NC_000913:complement(2849972..2850433):CDS	bop27	"regulator of the transcriptional regulator fhla"	bop27		
NC_000913:2850645..2850995:CDS	bop27	"protein involved in nickel insertion into hydrogenases 3"	bop27		
NC_000913:2850999..2851871:CDS	bop27	"gtp hydrolase involved in nickel liganding into hydrogenases"	bop27		
NC_000913:2851862..2852134:CDS	bop27	"hydrogenase maturation protein"	bop27		
NC_000913:2852134..2853255:CDS	bop27	"hydrogenase maturation protein"	bop27		
NC_000913:2853252..2854262:CDS	bop27	"carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein"	bop27		
NC_000913:2854336..2856414:CDS	bop27	"formate hydrogenlyase transcriptional activator"	bop27		
NC_000913:complement(2856451..2856804):CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:2857091..2859652:CDS	bop27	"methyl-directed mismatch repair protein"	bop27		
NC_000913:2859758..2860414:CDS	bop27	"serine/threonine-specific protein phosphatase 2"	bop27		
NC_000913:complement(2860465..2861232):CDS	bop27	"deor family putative transcriptional regulator"	bop27		
NC_000913:2861428..2862336:CDS	bop27	"putative dehydrogenase"	bop27		
NC_000913:2862333..2863499:CDS	bop27	"flia-regulated duf1537 family protein"	bop27		
NC_000913:2863591..2864229:CDS	bop27	"putative class ii aldolase"	bop27		
NC_000913:2864234..2865010:CDS	bop27	"putative hydroxypyruvate isomerase"	bop27		
NC_000913:2865099..2866463:CDS	bop27	"putative transporter"	bop27		
NC_000913:complement(2866557..2867549):CDS	bop27	"rna polymerase, sigma s (sigma 38) factor"	bop27		
NC_000913:complement(2867612..2868751):CDS	bop27	"activator of amic murein hydrolase activity, lipoprotein"	bop27		
NC_000913:complement(2868891..2869517):CDS	bop27	"l-isoaspartate protein carboxylmethyltransferase type ii"	bop27		
NC_000913:complement(2869511..2870272):CDS	bop27	"broad specificity 5'(3')-nucleotidase and polyphosphatase"	bop27		
NC_000913:complement(2870253..2871302):CDS	bop27	"trna(glu) pseudouridine(13) synthase"	bop27		
NC_000913:complement(2871299..2871778):CDS	bop27	"2c-methyl-d-erythritol 2,4-cyclodiphosphate synthase"	bop27		
NC_000913:complement(2871778..2872488):CDS	bop27	"4-diphosphocytidyl-2c-methyl-d-erythritol synthase"	bop27		
NC_000913:complement(2872507..2872818):CDS	bop27	"cell division protein"	bop27		
NC_000913:complement(2873012..2873335):CDS	bop27	"duf3561 family inner membrane protein"	bop27		
NC_000913:complement(2873385..2873990):CDS	bop27	"adenosine 5'-phosphosulfate kinase"	bop27		
NC_000913:complement(2873990..2875417):CDS	bop27	"sulfate adenylyltransferase, subunit 1"	bop27		
NC_000913:complement(2875419..2876327):CDS	bop27	"sulfate adenylyltransferase, subunit 2"	bop27		
NC_000913:2876579..2877616:CDS	bop27	"aminopeptidase in alkaline phosphatase isozyme conversion"	bop27		
NC_000913:complement(2878567..2878851):CDS	bop27	"crispr adaptation ssrna endonuclease"	bop27		
NC_000913:complement(2878853..2879770):CDS	bop27	"multifunctional endonuclease cas1, crispr adaptation protein; dna repair enzyme"	bop27		
NC_000913:complement(2879786..2880385):CDS	bop27	"crispr rna precursor cleavage enzyme; crisp rna (crrna) containing cascade antiviral complex protein"	bop27		
NC_000913:complement(2880372..2881046):CDS	bop27	"crisp rna (crrna) containing cascade antiviral complex protein"	bop27		
NC_000913:complement(2881049..2882140):CDS	bop27	"crisp rna (crrna) containing cascade antiviral complex protein"	bop27		
NC_000913:complement(2882153..2882635):CDS	bop27	"crisp rna (crrna) containing cascade antiviral complex protein"	bop27		
NC_000913:complement(2882628..2884136):CDS	bop27	"crisp rna (crrna) containing cascade antiviral complex protein"	bop27		
NC_000913:complement(2884551..2887217):CDS	bop27	"cascade complex anti-viral r-loop helicase-annealase cas3"	bop27		
NC_000913:complement(2887576..2888310):CDS	bop27	"phosphoadenosine phosphosulfate reductase; paps reductase, thioredoxin dependent"	bop27		
NC_000913:complement(2888385..2890097):CDS	bop27	"sulfite reductase, beta subunit, nad(p)-binding, heme-binding"	bop27		
NC_000913:complement(2890097..2891896):CDS	bop27	"sulfite reductase, alpha subunit, flavoprotein"	bop27		
NC_000913:2892212..2892577:CDS	bop27	"6-pyruvoyl tetrahydrobiopterin synthase (ptps)"	bop27		
NC_000913:2892655..2893926:CDS	bop27	"putative oxidoreductase"	bop27		
NC_000913:2893917..2894177:CDS	bop27	"putative 4fe-4s cluster-containing protein"	bop27		
NC_000913:2894194..2894769:CDS	bop27	"putative antiterminator regulatory protein"	bop27		
NC_000913:complement(2894917..2895777):CDS	bop27	"putative flavoprotein"	bop27		
NC_000913:complement(2895774..2896553):CDS	bop27	"putative flavoprotein"	bop27		
NC_000913:complement(2896531..2897868):CDS	bop27	"putative mfs sugar transporter; membrane protein"	bop27		
NC_000913:complement(2897962..2899416):CDS	bop27	"putative fad-linked oxidoreductase"	bop27		
NC_000913:complement(2899486..2900271):CDS	bop27	"putative sdr family oxidoreductase"	bop27		
NC_000913:2900590..2901867:CDS	bop27	"putative mfs transporter, inner membrane protein"	bop27		
NC_000913:2901894..2903372:CDS	bop27	"putative kinase"	bop27		
NC_000913:complement(2904745..2905416):CDS	bop27	"7-carboxy-7-deazaguanine synthase; queosine biosynthesis"	bop27		
NC_000913:2905555..2905695:CDS	bop27	"membrane stress resistance protein"	bop27		
NC_000913:2905709..2906581:CDS	bop27	"tpm domain protein, putative phosphatase"	bop27		
NC_000913:complement(2906641..2907939):CDS	bop27	"enolase"	bop27		
NC_000913:complement(2908027..2909664):CDS	bop27	"ctp synthetase"	bop27		
NC_000913:complement(2909892..2910683):CDS	bop27	"nucleoside triphosphate pyrophosphohydrolase"	bop27		
NC_000913:complement(2910754..2911089):CDS	bop27	"mrna interferase toxin, antitoxin is maze"	bop27		
NC_000913:complement(2911089..2911337):CDS	bop27	"antitoxin of the chpa-chpr toxin-antitoxin system"	bop27		
NC_000913:complement(2911415..2913649):CDS	bop27	"(p)ppgpp synthetase i/gtp pyrophosphokinase"	bop27		
NC_000913:complement(2913697..2914998):CDS	bop27	"23s rrna m(5)u1939 methyltransferase, sam-dependent"	bop27		
NC_000913:2915055..2917811:CDS	bop27	"hybrid sensory histidine kinase, in two-component regulatory system with uvry"	bop27		
NC_000913:complement(2918043..2919383):CDS	bop27	"d-glucarate dehydratase 1"	bop27		
NC_000913:complement(2919404..2920744):CDS	bop27	"glucarate dehydratase-related protein, substrate unknown"	bop27		
NC_000913:complement(2920746..2922098):CDS	bop27	"putative d-glucarate transporter"	bop27		
NC_000913:complement(2922533..2922982):CDS	bop27	"short-chain flavodoxin, fmn-binding"	bop27		
NC_000913:complement(2923000..2923782):CDS	bop27	"trna(ile1,asp) pseudouridine(65) synthase"	bop27		
NC_000913:complement(2923782..2924111):CDS	bop27	"duf446 family protein"	bop27		
NC_000913:complement(2924733..2925278):CDS	bop27	"secy-interacting protein"	bop27		
NC_000913:2925346..2926194:CDS	bop27	"7-cyano-7-deazaguanine reductase (nadph-dependent)"	bop27		
NC_000913:2926306..2927670:CDS	bop27	"upf0717 family protein"	bop27		
NC_000913:2928227..2929516:CDS	bop27	"putative serine transporter"	bop27		
NC_000913:2929574..2930941:CDS	bop27	"l-serine dehydratase 2"	bop27		
NC_000913:2931053..2931808:CDS	bop27	"ssb-binding protein, misidentified as exoix"	bop27		
NC_000913:complement(2931863..2933011):CDS	bop27	"l-1,2-propanediol oxidoreductase"	bop27		
NC_000913:complement(2933039..2933686):CDS	bop27	"l-fuculose-1-phosphate aldolase"	bop27		
NC_000913:2934233..2935549:CDS	bop27	"l-fucose transporter"	bop27		
NC_000913:2935582..2937357:CDS	bop27	"l-fucose isomerase"	bop27		
